symbol,weekly,market_cap
GRG,2023-14w,6516607.273766143
AUX,2023-14w,78773.81946589545
EUC,2023-14w,13930.436780727598
XLT,2023-14w,858571.8352816148
IQ,2023-14w,40448674.54998116
KWS,2023-14w,13230.535065326863
CERE,2023-14w,8926559.956529919
TON,2023-14w,1379223810.3727148
TNS,2023-14w,54873.16346680297
FARM,2023-14w,24162635.03624388
ADX,2023-14w,26260420.173020072
RVLT,2023-14w,3153748.626976027
CAS,2023-14w,5835312.000888587
XOR,2023-14w,9399403.395362472
RUSH,2023-14w,3659863.474444796
TRAXX,2023-14w,1415198.7439864422
VDG,2023-14w,2516135.7690601135
SHARD,2023-14w,134294.363972954
ARG,2023-14w,3996472.189694488
TRTL,2023-14w,441802.5411099048
GFT,2023-14w,45905862.89214723
DOPE,2023-14w,196637.28793903248
KRB,2023-14w,572281.1026525752
vBCH,2023-14w,396799.7140658544
HTZ,2023-14w,124442.69604885262
DPI,2023-14w,44549460.05952274
ARV,2023-14w,5299310.265325389
SPK,2023-14w,33218.36318466074
DHT,2023-14w,7239009.442839685
GBYTE,2023-14w,11145834.627347097
FTC,2023-14w,1152387.2017293517
CJ,2023-14w,114034.81408622127
MTC,2023-14w,5031406.777803751
STEEP,2023-14w,50908.79805075022
IBANK,2023-14w,3808.645380423038
CBX,2023-14w,6836238.614714799
QRT,2023-14w,264996.88986686774
INSUR,2023-14w,3447316.2669447577
TELOS,2023-14w,187461.6633084193
KEMA,2023-14w,6735.607803800408
DPS,2023-14w,1407363.8192353237
PORTO,2023-14w,21216084.00735819
AMB,2023-14w,20404551.159791555
LAT,2023-14w,59005877.93114
ORT,2023-14w,2959812.5513969758
LEDU,2023-14w,915626.385826815
CPO,2023-14w,412234.46107656846
BFT,2023-14w,2467983.427149941
FUSE,2023-14w,16210740.159950007
ZNN,2023-14w,7106779.294428262
ARES,2023-14w,336112.2552076252
BITC,2023-14w,20759.035894428707
HOOK,2023-14w,87167816.9934884
PRMX,2023-14w,1045769.4083371656
STAT,2023-14w,3087031.9325190433
BLZ,2023-14w,28540301.737321235
SFG,2023-14w,621.5667682922673
VLS,2023-14w,1085.5314571020356
UBXS,2023-14w,481275.4933358349
BBANK,2023-14w,481473.5488635748
INV,2023-14w,4288878.357231434
NTK,2023-14w,172585.43007229205
AIOZ,2023-14w,27077223.87017679
MOVEZ,2023-14w,1051192.3014000985
BIRD,2023-14w,849672.7084020711
STRP,2023-14w,3842557.388535989
LAMB,2023-14w,2606350.5484778993
GAFI,2023-14w,30692396.26604634
NEU,2023-14w,871864.580356558
BCN,2023-14w,5884575.966917947
INX,2023-14w,34567.20833461724
AGRS,2023-14w,3107989.3440386043
INSN,2023-14w,73000.0877595787
RBTC,2023-14w,99568523.58328806
AMS,2023-14w,14080.681647500593
RPG,2023-14w,1243915.829355933
VIB,2023-14w,17861368.471709263
QBC,2023-14w,5640.311048931298
RCN,2023-14w,1197234.4170920055
XTN,2023-14w,2616906.9347055503
ATA,2023-14w,59175561.982800834
INEX,2023-14w,201350.85655640066
WEMIX,2023-14w,317174231.7276601
INJ,2023-14w,433650745.9642029
DEC,2023-14w,1095545.7362964193
KLV,2023-14w,72098154.55202305
MUNT,2023-14w,406686.9712016302
GXT,2023-14w,18312.359346130375
CMT,2023-14w,677262.6958663136
BONDLY,2023-14w,4676326.21580881
SFP,2023-14w,177055711.7207191
KART,2023-14w,189748.0940900536
PAXG,2023-14w,545429361.1443676
DSLA,2023-14w,18184668.230183236
TEN,2023-14w,4322661.063522572
MSWAP,2023-14w,421050.71985699853
ALN,2023-14w,165633.35145199663
XCH,2023-14w,264340084.8605163
OCN,2023-14w,407737.95904522046
MEDIC,2023-14w,8368.137548173601
VEE,2023-14w,9767241.119006518
YLD,2023-14w,30816423.732321322
VIVID,2023-14w,52032.24868147507
YOYOW,2023-14w,566869.514186845
XRT,2023-14w,5327708.23009754
FIL,2023-14w,2321612886.8989954
LSK,2023-14w,141736222.44835067
GPX,2023-14w,2096506.2027287653
WCC,2023-14w,41981.98041510361
NUX,2023-14w,128581.8714824714
KALM,2023-14w,2716448.68219392
X8X,2023-14w,369376.7690430968
RXS,2023-14w,181754.441615047
TREEB,2023-14w,8595250.213653563
CRP,2023-14w,2552056.2092618844
KAN,2023-14w,10269751.804699805
BID,2023-14w,128828.6190235484
AMN,2023-14w,84713.27543756855
SAFE,2023-14w,2865992.9971366185
DACXI,2023-14w,15443561.64609109
BCUBE,2023-14w,2483433.3616770995
PKR,2023-14w,568666.3839726138
ASW,2023-14w,31751.504110030546
METAG,2023-14w,3192694.577947088
CUMMIES,2023-14w,2927167.4309276678
BICO,2023-14w,204112895.03774104
TDP,2023-14w,31952.245963090398
DOGGY,2023-14w,1710730.1743745268
BHO,2023-14w,387023.29577090545
PLR,2023-14w,1685683.4251214324
XBTC21,2023-14w,9342.08697520368
ARK,2023-14w,57489246.40701644
NOTE,2023-14w,2496.884896842135
MSB,2023-14w,1511067.913432488
AION,2023-14w,929322.1536036058
FRIN,2023-14w,3469204.693644891
NASH,2023-14w,13890.985351035666
SRM,2023-14w,54062379.77355702
ESCE,2023-14w,18489.51850839308
MINTME,2023-14w,1910776.8592687214
BAL,2023-14w,338526802.00315136
PLAT,2023-14w,61914.54720363754
SHMN,2023-14w,17179.123023831373
YTN,2023-14w,47235.51992412512
NTX,2023-14w,29638248.34344056
PLSPAD,2023-14w,1566239.0490689857
TIPS,2023-14w,754655.6981074075
QI,2023-14w,33429473.96850777
ZENI,2023-14w,280709.1127944723
BBP,2023-14w,244479.6690502959
MOC,2023-14w,39448820.67783444
AUCTION,2023-14w,37207276.35147123
SLND,2023-14w,12255185.972317591
JOINT,2023-14w,1594.7671508713872
FUEL,2023-14w,270787.06230797694
MANC,2023-14w,8537456.070764152
SWINGBY,2023-14w,2910450.1500171847
YFII,2023-14w,42313199.72996042
ATP,2023-14w,224834.4058276931
LUS,2023-14w,9721.327574342084
INFI,2023-14w,54998.22910226733
CURE,2023-14w,366443.6857152241
CRO,2023-14w,1726809227.4666898
UPI,2023-14w,659227.4471836392
PNG,2023-14w,6886877.39482491
ONSTON,2023-14w,814438.0584808564
WBTC,2023-14w,4233800432.249018
WSG,2023-14w,1717670.0799141903
FORTH,2023-14w,56254867.02162736
SAND,2023-14w,943594289.9751723
LINA,2023-14w,69478581.17984459
FBX,2023-14w,112967.50165800352
CIV,2023-14w,5541580.642827311
CMP,2023-14w,3200214.358794584
MONA,2023-14w,18110152.852901913
TRB,2023-14w,24897944.698127273
EDG,2023-14w,3158074.484767981
CCD,2023-14w,59935129.74650281
BCMC,2023-14w,1751429.9810930672
TOMS,2023-14w,4634233.457069127
NEO,2023-14w,855483193.6376449
CONX,2023-14w,1043.7624303839439
AFC,2023-14w,14534399.608722312
BLUE,2023-14w,219661.07798470292
FCD,2023-14w,1174621.1113924948
EPIK,2023-14w,6043310.365992439
ULT,2023-14w,26512037.62528598
NVT,2023-14w,3554825.263355469
EVC,2023-14w,28433.632158531578
SWP,2023-14w,968208.0807574919
EM,2023-14w,1145976.8203236733
FINA,2023-14w,2187637.083411382
NAX,2023-14w,332460.9966069948
SFUEL,2023-14w,56180.97483005674
MULTI,2023-14w,135574636.2487076
TROY,2023-14w,30397052.916834824
STAK,2023-14w,481733.2247176052
PIAS,2023-14w,426048.981839874
RDNT,2023-14w,70179250.2260972
PHT,2023-14w,43522.75557301839
PLURA,2023-14w,150990.10518179595
TEMCO,2023-14w,8202688.660703519
BLY,2023-14w,2830316.519181092
PAINT,2023-14w,5460004.415405741
OGO,2023-14w,8812.742440948146
AAC,2023-14w,562406.8970381748
EVRY,2023-14w,493165.92327084113
MLK,2023-14w,107653217.30810556
TEER,2023-14w,1094725.9240888
PEEL,2023-14w,8255627.448654249
UFR,2023-14w,394273.3295295105
BOBA,2023-14w,39073561.21549121
SFUND,2023-14w,55981648.28062202
SONG,2023-14w,9133.952069942436
TSX,2023-14w,175314.6743506635
AMO,2023-14w,13279868.249965683
OP,2023-14w,701267691.6770204
STBU,2023-14w,3027175.709183968
UNIFY,2023-14w,38254.29809360142
STREAM,2023-14w,7589.490824529915
AMLT,2023-14w,1662630.9878011472
NEER,2023-14w,3727162.570755842
ESS,2023-14w,771369.8068263519
PRIMATE,2023-14w,1483250.0500243607
GRFT,2023-14w,165899.49166232906
MTA,2023-14w,1639978.6277427513
SCLP,2023-14w,14225060.97805014
ELEC,2023-14w,373599.8091476899
VIDZ,2023-14w,35138.612439373
POR,2023-14w,3070419.918139491
SN,2023-14w,3369557.574323458
JOE,2023-14w,200090906.20198593
GLT,2023-14w,18089.016084286377
GALO,2023-14w,773077.7660949199
PAK,2023-14w,381046.951068493
BOLT,2023-14w,5545348.57278482
INTER,2023-14w,10559649.490465352
GRLC,2023-14w,632705.6275916436
LITHO,2023-14w,26644.58510940747
XMON,2023-14w,4090419.954077169
IPX,2023-14w,230165.8979319501
POLIS,2023-14w,19615054.301456492
IMT,2023-14w,1804669.4789870642
K21,2023-14w,8021903.549004072
IPL,2023-14w,38985.469498603314
ECU,2023-14w,1809.1911583510444
SPO,2023-14w,1618384.0663426109
LIKE,2023-14w,1571013.1681202461
SEON,2023-14w,1221474.830348829
NDX,2023-14w,23204.046122724474
VIDT,2023-14w,28137134.118324123
PETS,2023-14w,243125.56106308333
XBP,2023-14w,70694.01783356396
NAS,2023-14w,1393734.6786602715
CELR,2023-14w,150372969.5260342
S4F,2023-14w,251117.7722241662
EVY,2023-14w,99763.26164296643
ankrETH,2023-14w,58401120.088121355
QUICK,2023-14w,43404620.70121054
FIN,2023-14w,178560.7356678949
ALPINE,2023-14w,31539387.70623235
STAC,2023-14w,11975.919712402221
DIA,2023-14w,34882055.73147954
DREP,2023-14w,22752322.996253073
MOTO,2023-14w,181810.17012484235
CO,2023-14w,2234200.682856387
SENC,2023-14w,76996.92713488065
ORAI,2023-14w,7995512.1155870585
ZEN,2023-14w,142988868.54171434
DAVIS,2023-14w,564475.9932709972
PTOY,2023-14w,717474.839939922
ARNX,2023-14w,106.16168163628097
PEG,2023-14w,1951840.7814028028
XHI,2023-14w,1243822.4023422406
vDOT,2023-14w,2314184.6055242857
AUDIO,2023-14w,281611163.9470913
TENT,2023-14w,2089700.1502089037
2GIVE,2023-14w,148218.73352373097
SLP,2023-14w,116194218.72966197
SPS,2023-14w,27671811.043235917
SHIRYO,2023-14w,11170543.848182276
FTX,2023-14w,202108.24202326607
ZCN,2023-14w,8396805.996967372
PRISM,2023-14w,2839499.5705472725
RARE,2023-14w,43920913.66155797
YEC,2023-14w,1070371.638035211
DHV,2023-14w,260575.33572085208
WSPP,2023-14w,107624.05197968755
BIST,2023-14w,1150750.1649326633
SHVR,2023-14w,15273.122543132382
MAY,2023-14w,28053.161436605635
DREAMS,2023-14w,1337675.6546656785
BNU,2023-14w,137982.91017472552
CHEEMS,2023-14w,225932.98647996646
BCPT,2023-14w,285234.19671197777
SMART,2023-14w,611191.1322318502
ZYN,2023-14w,6974553.535325537
GRV,2023-14w,70534988.88564698
UUU,2023-14w,209386.50483240333
ASK,2023-14w,4811544.705623266
ZEFU,2023-14w,398017.86948426283
FET,2023-14w,286004081.0869192
SWOP,2023-14w,507695.50164443813
CRV,2023-14w,749065049.6499097
DON,2023-14w,1064492.2432975143
ARO,2023-14w,22854.09159842609
SKILL,2023-14w,826818.3870433103
MATH,2023-14w,12879410.42075851
CCN,2023-14w,29968.58585627186
GLMR,2023-14w,229362759.21672326
GOZ,2023-14w,2010191.0136284556
FIU,2023-14w,121246.61613693833
CUR,2023-14w,46203.17901310459
TABOO,2023-14w,27335566.010830455
WALV,2023-14w,3390100.3421734786
TSL,2023-14w,104954.42937423513
LIGHT,2023-14w,253645.9315847592
DOKI,2023-14w,55202.02852784743
GMAT,2023-14w,342325.69489987136
BSD,2023-14w,15195.47985407311
BURN,2023-14w,36567.44106131524
PEOPLE,2023-14w,123059863.02370296
VSYS,2023-14w,4705302.140903285
VIDY,2023-14w,691609.0494971944
SENSO,2023-14w,8303010.247005413
THE,2023-14w,4719456.233385137
SPWN,2023-14w,150293.45346078623
YF-DAI,2023-14w,843025.1210810838
VR,2023-14w,9351266.574790021
PKG,2023-14w,90364.31375592628
CRX,2023-14w,322491.70109765744
MONI,2023-14w,1619200.7515050764
LDO,2023-14w,2144447094.7440956
TRUE,2023-14w,1452317.673812263
SCC,2023-14w,259306.94866424886
SACT,2023-14w,9467.548825464515
PERP,2023-14w,51798645.11761924
MINT,2023-14w,2456759.736868397
CS,2023-14w,1641405.748995913
PSTAKE,2023-14w,4062601.7226934643
1UP,2023-14w,47722.540092724885
MTRG,2023-14w,53073059.90971748
ARPA,2023-14w,50939880.19938623
IOTX,2023-14w,273001385.05011046
TOC,2023-14w,220494.7734127733
GULF,2023-14w,5938310.366393547
AURA,2023-14w,78548266.0651067
XSR,2023-14w,287912.8808509587
NAV,2023-14w,5319811.776821622
DFA,2023-14w,11209701.793069111
ENJ,2023-14w,417687340.39614075
BUNNY,2023-14w,74305.07600111135
STMX,2023-14w,58471855.307638176
POLYX,2023-14w,104509080.26715754
IOI,2023-14w,1595806.2809637242
THN,2023-14w,10947811.481586814
AKT,2023-14w,33756977.19804052
WIKEN,2023-14w,5640799.184513671
BLUR,2023-14w,247508290.75114816
EMC,2023-14w,1939106.7304903104
PYM,2023-14w,358724.77708017227
LANA,2023-14w,1691223.2803492951
DAV,2023-14w,912669.2902591286
SNET,2023-14w,429842.0722842777
WAN,2023-14w,53027851.79303268
YAXIS,2023-14w,1785656.2588588283
SHARE,2023-14w,129078.33606894482
BALPHA,2023-14w,547964.2863294135
SAITO,2023-14w,13801710.597030286
KANGAL,2023-14w,259996.91021393123
AGLD,2023-14w,32058159.58431073
EQZ,2023-14w,1535961.169805949
IGG,2023-14w,818578.1740265066
NKN,2023-14w,84775843.96594664
SC,2023-14w,227120240.78730175
KNIGHT,2023-14w,50238.7629988326
SEED,2023-14w,304104.49849844765
HEGIC,2023-14w,12249009.6298869
GRC,2023-14w,8142377.7394300755
EMC2,2023-14w,2289600.683700986
URUS,2023-14w,9249336.11478793
VIT,2023-14w,139438.78537825323
TT,2023-14w,47891823.39366262
BOLI,2023-14w,53051.22406789259
AMM,2023-14w,59997.31607485127
RAVEN,2023-14w,4533949.6269451
XRUNE,2023-14w,915181.8595273041
PKT,2023-14w,2616506.5167436
TRIAS,2023-14w,5099385.65661554
SHIB,2023-14w,6468560335.764323
ERN,2023-14w,36304251.83923001
D,2023-14w,387507.7061906285
KYL,2023-14w,3540146.8137599914
POLA,2023-14w,5400212.489454426
ALI,2023-14w,121660406.9970092
YAM,2023-14w,3548607.428906426
EVX,2023-14w,240973.69813310454
COMBO,2023-14w,1732825.8991394937
ACE,2023-14w,1035261.5727940706
GLINT,2023-14w,234746.7193812857
DESU,2023-14w,927813.4528699078
SWM,2023-14w,304672.8195212258
MOBIC,2023-14w,571934.7096775327
MAKI,2023-14w,214795.09497347302
XBC,2023-14w,685863.7663588787
DEV,2023-14w,507057.4204408767
O3,2023-14w,3364254.024762925
BTX,2023-14w,821497.7961033495
VITE,2023-14w,21932256.796280432
ORMEUS,2023-14w,31920.0539712165
QRL,2023-14w,10890361.787311997
HPT,2023-14w,441202.1476111795
RDN,2023-14w,865326.9832792693
DOM,2023-14w,48024.769638009886
KLO,2023-14w,960039.7095293591
GNS,2023-14w,218012846.25090888
KONO,2023-14w,2233901.764989401
TMG,2023-14w,4066362691.0684395
BOMB,2023-14w,76246.63307953656
VTHO,2023-14w,84459519.97682238
DIGG,2023-14w,2534339.235272789
VEED,2023-14w,11391892.379077852
C2,2023-14w,21946.519176289392
POWR,2023-14w,92459173.41930068
CONV,2023-14w,1099667.6020793873
PEX,2023-14w,1718308.9881701632
ING,2023-14w,419550.3258610353
PING,2023-14w,1790464.4741790672
GLEEC,2023-14w,1006634.3209510872
WBNB,2023-14w,1093691572.4059842
DATP,2023-14w,218557.57637997693
PMON,2023-14w,2175990.360782471
CWS,2023-14w,2135165.82017113
EPK,2023-14w,1824312.5946716596
LUN,2023-14w,47048.82287172635
MAP,2023-14w,28048581.859918408
BHD,2023-14w,513618.9765597558
ADAPAD,2023-14w,1189292.3953611038
PASS,2023-14w,290099.756228349
RLY,2023-14w,61010715.27095743
SSV,2023-14w,372421726.17090124
SCONEX,2023-14w,37371.544362405635
FORT,2023-14w,29813028.77593103
SUB,2023-14w,125708.34286284579
PPAY,2023-14w,546150.3839972771
FYP,2023-14w,451958.4064509892
FTM,2023-14w,1268691385.4574165
CREVA,2023-14w,10206.918600143641
DOGEC,2023-14w,375332.0815327223
ILV,2023-14w,148555639.52791587
HYC,2023-14w,22615.34574992816
SOFI,2023-14w,23416165.025466748
GOG,2023-14w,24999492.210505385
BERRY,2023-14w,82215.16250244578
FIC,2023-14w,69675.85769811993
ROYA,2023-14w,365314.6218993367
HFT,2023-14w,116354452.22690617
SNY,2023-14w,24442.81786089161
METAPETS,2023-14w,1243583.7606798038
CV,2023-14w,1567286.1761703363
ZCL,2023-14w,605668.1396067966
SIX,2023-14w,10717053.39030005
LUNA,2023-14w,311706491.1509954
FTG,2023-14w,330623.6256572392
PVU,2023-14w,744242.0893533754
UOS,2023-14w,85189570.24151322
GNX,2023-14w,1458604.1595136945
ICP,2023-14w,1481029285.5797286
COV,2023-14w,2257861.9619463314
LITH,2023-14w,3515187.74097105
BXX,2023-14w,676327.3234417975
SANDG,2023-14w,1426.285341763139
TMTG,2023-14w,1298513.636644766
OOKS,2023-14w,2780814.8901018137
XST,2023-14w,210095.85044158116
RIGEL,2023-14w,1344.0470436992239
HIGH,2023-14w,69681986.0838833
PXC,2023-14w,955116.0128284926
ALP,2023-14w,30926.44086467369
CYCLUB,2023-14w,180407.86723068773
NEBL,2023-14w,18964149.66954317
NEST,2023-14w,49649463.21428378
GAME,2023-14w,1779229.0059443861
TAG,2023-14w,106470.09451500063
HAPI,2023-14w,10062593.098758796
TONE,2023-14w,7324605.796144433
DDD,2023-14w,577299.5053537133
MTV,2023-14w,4367133.988731155
BTNTV2,2023-14w,1150750.4239618669
JOB,2023-14w,2317311.9441288495
PVT,2023-14w,32367.277111765983
SMI,2023-14w,1661730.9778591301
A,2023-14w,164795.66075492784
LEO,2023-14w,3233024154.979366
CEL,2023-14w,83297430.30282232
BAKE,2023-14w,38375995.015171826
BIFI,2023-14w,21346920.04321662
ORS,2023-14w,36722.80023385802
YOC,2023-14w,174824.5320883388
VIDYA,2023-14w,4606190.952462264
STANDARD,2023-14w,2032736.2233545824
NAP,2023-14w,10374874.713162292
ARGUS,2023-14w,966.2496720614527
CYMT,2023-14w,286587.53688009275
SLICE,2023-14w,1062189.3892885016
BNANA,2023-14w,25216120.265010834
KFT,2023-14w,27497.175775678887
RAY,2023-14w,45920045.5573362
BZZ,2023-14w,23734358.368913054
CENNZ,2023-14w,18981201.246519465
JRT,2023-14w,361591.09608121176
LCX,2023-14w,58104702.60653678
RAI,2023-14w,7448255.144181036
BON,2023-14w,9500.149122279876
TRC,2023-14w,283616.55414839374
ARQ,2023-14w,258825.05234195705
REM,2023-14w,101138.77369386911
AUTO,2023-14w,17154149.526823126
NIX,2023-14w,242852.2012571718
FREE,2023-14w,1707554.6383746837
XPM,2023-14w,1644969.019581644
SPD,2023-14w,31496.39406578338
ATRI,2023-14w,4435066.67105578
PTU,2023-14w,9096658.203376716
SMTY,2023-14w,40365.33502203765
DOGE,2023-14w,11941568342.922287
FTXT,2023-14w,62982.926237985215
ORN,2023-14w,31470265.152124163
ZNZ,2023-14w,92203.34386032454
XFC,2023-14w,3062328.3552409043
WEST,2023-14w,917955.9446398971
FLOW,2023-14w,1017360348.030076
MOBI,2023-14w,3422558.5093734427
BNTY,2023-14w,132102.99746733476
SKU,2023-14w,474584.0471564605
AKRO,2023-14w,18566521.39908307
BLTG,2023-14w,51382.636946504754
DEXT,2023-14w,27013051.133257203
IC,2023-14w,14586.641436936668
RNBW,2023-14w,0.36232863094194157
LEV,2023-14w,137518.0860990794
XRD,2023-14w,473073117.5206529
ASD,2023-14w,32361578.00016288
COSM,2023-14w,187802.85749978526
DCNTR,2023-14w,73518.93971793032
HIVE,2023-14w,195200216.9080024
LAND,2023-14w,7225.843089795867
SNC,2023-14w,4130456.4439319507
DRGN,2023-14w,2454492.0739766425
T,2023-14w,314324852.74212784
SWT,2023-14w,326331.31565718865
FNDZ,2023-14w,349687.86912836425
CHSB,2023-14w,181737424.67021307
HUSL,2023-14w,241090.77002674757
BMI,2023-14w,931453.7176068278
NSURE,2023-14w,64032.00398652292
CVC,2023-14w,108357522.68536878
DESO,2023-14w,104351819.71285687
GALA,2023-14w,280145263.9805201
vLTC,2023-14w,7686750.3823864525
COAL,2023-14w,4866.764036888665
RYO,2023-14w,439563.44427526835
MSOL,2023-14w,11321210.970895324
WILD,2023-14w,95975535.19453195
NXS,2023-14w,6881399.878708586
INK,2023-14w,348960.96489252365
GOSS,2023-14w,18219.617293650866
GNO,2023-14w,291571415.3966445
KAR,2023-14w,12979032.227138367
LTK,2023-14w,1875.9187408957125
REI,2023-14w,29784711.70265921
XWG,2023-14w,1585402.6166119887
JS,2023-14w,8293.934989284151
ICHI,2023-14w,23736060.51372235
XBY,2023-14w,821500.3942216543
PLU,2023-14w,17637028.503509503
SYP,2023-14w,66681.16422322122
ZASH,2023-14w,3386637.965517109
NWC,2023-14w,9890212.536796814
BERN,2023-14w,39959.754054265315
BEND,2023-14w,5053818.302435292
RFUEL,2023-14w,1957499.1186050836
NOR,2023-14w,33275.28184446856
VID,2023-14w,5952503.27963881
NTR,2023-14w,41467.857682532616
MKR,2023-14w,673124016.4693882
XTZ,2023-14w,1040287671.798257
SPR,2023-14w,8048.507826142259
ZEBI,2023-14w,136301.98430550005
HTR,2023-14w,20030830.047220703
CRBN,2023-14w,539419.5649929305
CUT,2023-14w,1400326.8258585394
NAVI,2023-14w,283186.4495157389
BTCP,2023-14w,1695820.4995745006
PAID,2023-14w,1572092.4773123446
ICON,2023-14w,3658.4998106321
SNX,2023-14w,676568378.0413513
IMPT,2023-14w,10829756.746288363
PEAK,2023-14w,4160562.081926799
TIFI,2023-14w,3191192.442667651
META,2023-14w,53441162.61236031
CRON,2023-14w,1684759.2597823036
STARS,2023-14w,816103.5558757784
WRX,2023-14w,69142628.73520485
HVN,2023-14w,381321.18483669497
AURORA,2023-14w,34003844.61443444
SLIM,2023-14w,5086226.340559037
RGP,2023-14w,49365.36205064423
SPA,2023-14w,6937203.422247459
MAS,2023-14w,46340.00937377249
SNTVT,2023-14w,3150243.202567222
RAINBOW,2023-14w,476909.6862051761
GOAL,2023-14w,8158295.041123113
MET,2023-14w,21240016.31394041
HIFI,2023-14w,40240080.88308996
DEXA,2023-14w,543203.6929184112
GZONE,2023-14w,29944436.50560395
POE,2023-14w,88115.74502855891
UFT,2023-14w,12398809.33168891
DRF,2023-14w,810586.2128640824
SILVA,2023-14w,181893.16235603858
TRADE,2023-14w,2789897.337362987
XRC,2023-14w,137726.88771050173
MAN,2023-14w,8320208.08888523
TUP,2023-14w,720684.7634495848
STRONG,2023-14w,1159474.9637463894
EL,2023-14w,8602903.10578746
LANC,2023-14w,247791.84744439207
DICE,2023-14w,2973081.109344643
RVC,2023-14w,323417.3401175191
ROAD,2023-14w,28071.655757532943
DFG,2023-14w,30349204.232287344
XPD,2023-14w,592313.8950177723
REW,2023-14w,1848.951850839308
IDV,2023-14w,1529643.992649213
DRC,2023-14w,234759.63021128322
TNB,2023-14w,1479943.7685546621
WTF,2023-14w,2184.512764424751
BIT,2023-14w,1088834960.6138344
PI,2023-14w,4671371.344117532
SWING,2023-14w,115941.6708449677
AURY,2023-14w,9957918.835389527
AMON,2023-14w,455233.6474290442
DORA,2023-14w,16251105.143492805
EPS,2023-14w,25368166.90803917
XFT,2023-14w,2363217.3711454594
WICC,2023-14w,9428650.50840575
KEX,2023-14w,491340.4802472222
CREAM,2023-14w,25056759.96233348
BGB,2023-14w,575264730.3622972
PAWTH,2023-14w,849781.4031192282
GFX,2023-14w,35521.32312272771
LOVELY,2023-14w,4956718.698098181
QASH,2023-14w,9160450.887534369
PALLA,2023-14w,8451544.029630613
ZEC,2023-14w,612347155.6301862
KOM,2023-14w,2035128.9010336192
KSM,2023-14w,278841642.6089114
FUN,2023-14w,70139165.54753193
GEL,2023-14w,32282758.635497715
ARIA20,2023-14w,8020909.700134407
MAT,2023-14w,209148.0722504149
HGET,2023-14w,413146.7321731863
GOC,2023-14w,11553922.539731205
SKEY,2023-14w,2409684.64791193
FTI,2023-14w,100785.08923733616
BLU,2023-14w,161187.92527381334
BCUG,2023-14w,105568.51601433977
PRQ,2023-14w,21072576.29519626
GTON,2023-14w,593582.3511099791
ACM,2023-14w,7307385.0878304755
PXG,2023-14w,190456.60727270707
DPY,2023-14w,226270.46500792349
RIO,2023-14w,2167534.6061675465
IBS,2023-14w,1257505.7013707825
MCB,2023-14w,18920567.85115201
EUM,2023-14w,19642704.060053755
MANNA,2023-14w,273769.2251385137
XNC,2023-14w,9272332.381539363
CELO,2023-14w,330867202.9114191
YOOSHI,2023-14w,30916544.678473238
COTI,2023-14w,90601100.78594227
ENQ,2023-14w,3628381.634097128
CLX,2023-14w,73945.52519736068
KEY,2023-14w,47944924.0768835
PICKLE,2023-14w,2520261.870798934
MDX,2023-14w,71870368.99971244
NOIA,2023-14w,31582826.189381566
YFI,2023-14w,281349543.76948637
ETNA,2023-14w,77887.94789563717
ZSC,2023-14w,86030.76380327335
KIN,2023-14w,21516923.146554105
KSP,2023-14w,43560953.4753698
RFOX,2023-14w,17527463.61030805
XEP,2023-14w,6613298.120611711
KWT,2023-14w,53823.96319092909
OPAL,2023-14w,44938.03309002276
BTW,2023-14w,41778.6715065781
1ART,2023-14w,2862482.7963623814
FRC,2023-14w,129026.06048526945
HTD,2023-14w,43794.60409540981
PRVC,2023-14w,13581.956106354313
ATB,2023-14w,47163.7176974544
DOGES,2023-14w,42060.14163095413
SAN,2023-14w,3886611.8664556732
NXT,2023-14w,3605743.378609275
MCT,2023-14w,30284870.54524411
MOVE,2023-14w,832770.3179249445
XCAD,2023-14w,66191527.8660353
CAPP,2023-14w,201203.36187531214
BIS,2023-14w,1074123.490041156
VIBE,2023-14w,549618.6362758387
NOW,2023-14w,5281689.2536494415
TYPE,2023-14w,488400.13854313316
LOG,2023-14w,418831.0591461878
YBO,2023-14w,603341.6266220354
CREDIT,2023-14w,162141.42109240568
ZNT,2023-14w,221899.4906162913
DZG,2023-14w,224220.30901715704
LOKA,2023-14w,36603796.49156444
BMX,2023-14w,17775399.340187486
ABYSS,2023-14w,4070318.9797280515
HPB,2023-14w,796017.614441639
ISA,2023-14w,25256.49765475302
SWACE,2023-14w,405923.46292937006
TYC,2023-14w,286249.2045450231
DVF,2023-14w,19319383.191439487
PASC,2023-14w,430344.54834147467
UMX,2023-14w,478911.7591667223
MHC,2023-14w,2821440.0468334667
CYL,2023-14w,1166.9334159914058
KMD,2023-14w,38498725.58891516
2LC,2023-14w,51908.44181499957
XYM,2023-14w,187665017.37270305
NHT,2023-14w,2356275.7817552835
KURT,2023-14w,86058.35991628755
ADC,2023-14w,275077.1738188252
NNI,2023-14w,66711.05845395626
BSTY,2023-14w,1081663.3827829785
KCASH,2023-14w,502806.99956584757
MYB,2023-14w,113350.99635468806
SEELE,2023-14w,2475770.873980668
GLS,2023-14w,226678.1915308452
FRKT,2023-14w,343032.7836511494
ADP,2023-14w,11330870.29839054
RACA,2023-14w,69503237.00587507
TRU,2023-14w,74180499.65403104
MASQ,2023-14w,6955954.008874357
CRM,2023-14w,2388.1886180878273
CTL,2023-14w,60654.713585036974
KDAG,2023-14w,10744542.132234788
AEON,2023-14w,1814390.8484789538
MORE,2023-14w,17070.32368761024
